date,precipitation_sum,rain_sum,temperature_mean,temperature_min,temperature_max,windspeed_10m_max,windspeed,humidity,pressure
2010-01-01,3.9,3.9,23.0,21.1,25.7,18.6,10.4,82,1006.0
2010-01-02,8.6,8.6,23.6,21.0,26.9,15.6,8.4,84,1001.6
2010-01-03,1.1,1.1,19.9,19.5,20.6,18.3,13.0,74,1009.5
2010-01-04,0.6,0.6,20.9,19.2,22.5,16.9,11.1,70,1013.0
2010-01-05,0.0,0.0,22.5,18.6,26.0,17.5,9.7,74,1009.9
2010-01-06,0.0,0.0,22.4,20.5,24.7,18.7,10.5,81,1008.6
2010-01-07,0.0,0.0,21.4,19.6,23.1,14.9,11.5,70,1011.8
2010-01-08,0.5,0.5,22.4,20.8,24.5,14.4,9.4,73,1013.5
2010-01-09,0.0,0.0,25.3,20.1,30.4,13.7,7.9,72,1009.8
2010-01-10,0.0,0.0,24.5,21.3,27.3,18.7,11.9,72,1009.7
2010-01-11,0.0,0.0,22.6,20.8,24.8,21.5,12.0,75,1010.5
2010-01-12,0.3,0.3,25.5,21.2,30.4,18.9,11.6,77,1004.0
2010-01-13,0.9,0.9,23.5,20.3,25.8,25.7,15.6,74,1005.5
2010-01-14,0.0,0.0,21.4,19.9,22.7,19.2,14.6,74,1011.4
2010-01-15,1.7,1.7,22.1,21.1,23.4,14.4,9.3,79,1011.5
2010-01-16,0.0,0.0,22.8,20.5,25.8,14.6,8.5,78,1005.0
2010-01-17,8.8,8.8,22.0,19.1,25.3,18.4,12.0,81,998.0
2010-01-18,0.0,0.0,20.2,16.4,23.7,28.1,14.6,52,998.3
2010-01-19,0.0,0.0,20.2,16.0,24.0,11.0,6.8,48,1002.1
2010-01-20,0.0,0.0,23.0,17.3,27.8,10.5,5.8,52,1002.7
2010-01-21,0.0,0.0,24.1,20.2,28.8,16.5,7.8,76,1004.4
2010-01-22,0.0,0.0,26.9,20.7,32.4,14.2,9.9,65,1004.8
2010-01-23,0.0,0.0,28.2,21.2,37.3,35.6,19.9,47,1003.2
2010-01-24,0.2,0.2,22.1,20.5,24.0,16.7,11.2,68,1008.9
2010-01-25,0.0,0.0,23.2,20.5,25.8,15.8,7.4,76,1006.6
2010-01-26,0.0,0.0,24.6,21.6,29.0,17.0,7.2,83,1003.6
2010-01-27,1.3,1.3,23.1,21.8,24.9,17.4,13.0,82,1007.3
2010-01-28,2.0,2.0,23.4,21.6,25.6,17.3,6.9,82,1004.1
2010-01-29,1.8,1.8,23.1,19.4,26.8,23.3,13.0,83,1004.2
2010-01-30,2.4,2.4,22.9,21.1,25.3,19.4,14.8,79,1011.5
2010-01-31,1.9,1.9,23.5,21.2,25.8,19.5,12.2,82,1009.4
2010-02-01,0.0,0.0,24.1,22.2,26.4,18.7,11.3,70,1009.7
2010-02-02,2.8,2.8,22.9,21.6,24.9,24.1,17.4,73,1010.4
2010-02-03,5.9,5.9,23.1,21.2,25.1,22.4,17.2,85,1008.2
2010-02-04,13.5,13.5,23.0,21.6,24.6,20.3,15.5,88,1006.4
2010-02-05,10.6,10.6,23.4,22.5,25.0,11.3,6.8,90,1003.9
2010-02-06,25.1,25.1,22.1,21.1,23.2,28.7,20.5,90,1010.1
2010-02-07,23.0,23.0,21.8,21.1,23.2,15.2,11.3,93,1014.7
2010-02-08,1.5,1.5,23.0,21.7,24.9,14.8,8.2,86,1016.0
2010-02-09,0.7,0.7,23.4,20.8,25.6,15.6,7.2,86,1015.7
2010-02-10,0.0,0.0,23.9,20.9,26.8,14.5,7.4,81,1012.7
2010-02-11,0.0,0.0,24.3,20.4,27.5,11.9,7.0,81,1008.5
2010-02-12,1.3,1.3,26.0,22.7,31.9,19.5,11.0,75,1003.1
2010-02-13,11.1,11.1,23.7,22.3,25.3,9.7,5.8,84,1005.2
2010-02-14,55.8,55.8,23.7,21.9,25.0,13.2,5.7,90,1000.4
2010-02-15,2.7,2.7,23.8,21.3,27.6,14.5,8.0,76,1000.1
2010-02-16,0.0,0.0,21.8,20.6,23.9,24.7,19.1,68,1006.8
2010-02-17,0.0,0.0,21.1,19.3,23.6,17.1,11.7,71,1010.7
2010-02-18,0.0,0.0,21.0,19.2,22.7,17.8,12.1,65,1016.6
2010-02-19,0.1,0.1,21.6,19.8,23.4,12.1,8.5,68,1017.4
2010-02-20,0.0,0.0,22.6,18.5,25.6,19.1,10.4,73,1013.4
2010-02-21,0.0,0.0,24.5,20.1,28.7,15.8,9.0,74,1009.7
2010-02-22,0.0,0.0,26.6,21.5,31.0,11.5,8.6,62,1007.2
2010-02-23,0.0,0.0,23.1,20.8,25.9,22.9,13.5,64,1009.5
2010-02-24,0.0,0.0,21.0,20.0,22.2,13.0,8.8,62,1015.8
2010-02-25,0.0,0.0,21.0,19.3,22.7,14.4,8.9,61,1020.0
2010-02-26,0.1,0.1,21.5,18.0,23.8,12.3,7.9,68,1019.2
2010-02-27,0.0,0.0,22.5,17.6,26.1,16.4,7.4,79,1013.3
2010-02-28,5.3,5.3,22.8,19.9,25.8,24.5,6.2,84,1009.8
2010-03-01,5.7,5.7,18.9,18.1,19.6,25.2,18.4,73,1013.0
2010-03-02,0.0,0.0,19.4,17.9,20.8,18.1,13.4,57,1013.2
2010-03-03,0.0,0.0,20.2,18.1,22.3,12.6,8.7,63,1012.7
2010-03-04,0.3,0.3,21.2,17.8,24.0,18.2,10.1,75,1009.2
2010-03-05,15.8,15.8,22.4,20.9,24.8,17.7,8.8,80,1005.3
2010-03-06,1.3,1.3,23.0,20.8,25.7,13.6,7.1,86,1005.3
2010-03-07,1.4,1.4,23.4,21.8,25.4,25.5,15.0,80,1006.5
2010-03-08,0.0,0.0,24.5,21.5,27.6,17.2,12.3,75,1004.7
2010-03-09,0.0,0.0,23.0,19.2,27.2,16.8,12.1,57,1008.0
2010-03-10,0.0,0.0,19.3,18.8,20.3,21.9,16.3,71,1016.6
2010-03-11,0.4,0.4,19.9,18.7,21.5,21.3,16.9,59,1025.2
2010-03-12,0.0,0.0,20.2,18.7,21.9,18.1,13.0,58,1028.8
2010-03-13,0.8,0.8,19.6,18.1,21.5,18.2,12.0,70,1027.6
2010-03-14,2.1,2.1,20.1,18.1,22.2,11.3,6.3,70,1023.1
2010-03-15,0.0,0.0,20.4,16.8,23.4,9.1,5.8,75,1018.0
2010-03-16,0.0,0.0,20.8,16.0,24.6,11.1,5.4,77,1016.9
2010-03-17,0.0,0.0,20.8,16.9,24.3,13.1,5.8,70,1019.0
2010-03-18,0.0,0.0,21.1,16.5,25.3,13.0,7.3,74,1018.7
2010-03-19,0.0,0.0,22.1,17.8,26.8,11.6,6.8,77,1014.8
2010-03-20,0.0,0.0,23.3,17.3,28.8,12.6,6.2,73,1013.8
2010-03-21,0.0,0.0,24.7,20.5,29.5,27.3,10.7,67,1010.7
2010-03-22,0.5,0.5,21.2,19.9,22.7,18.2,8.6,69,1013.6
2010-03-23,0.0,0.0,22.2,18.9,25.6,13.0,5.4,74,1012.9
2010-03-24,1.0,1.0,21.3,19.5,23.2,17.0,9.4,79,1015.3
2010-03-25,0.3,0.3,21.9,19.0,25.1,17.2,9.0,76,1015.2
2010-03-26,0.0,0.0,24.1,19.3,29.5,13.6,7.2,74,1011.2
2010-03-27,0.0,0.0,23.0,21.2,25.4,14.5,10.3,84,1013.0
2010-03-28,0.0,0.0,23.5,20.3,26.9,15.3,8.7,80,1011.2
2010-03-29,6.3,6.3,24.0,21.6,27.8,10.0,6.5,75,1010.9
2010-03-30,23.0,23.0,20.4,19.3,21.4,13.8,7.1,89,1013.2
2010-03-31,5.0,5.0,19.6,18.1,21.2,23.1,17.5,78,1013.0
2010-04-01,0.0,0.0,19.4,17.1,22.2,15.1,11.0,68,1011.8
2010-04-02,0.0,0.0,19.3,18.0,21.1,14.2,10.0,70,1013.3
2010-04-03,0.7,0.7,18.3,17.3,19.7,17.2,10.3,76,1015.0
2010-04-04,0.6,0.6,18.2,16.6,20.2,12.9,9.7,70,1015.8
2010-04-05,0.9,0.9,18.2,15.6,20.4,9.0,6.0,72,1014.2
2010-04-06,3.2,3.2,19.0,15.2,21.7,12.6,6.8,80,1013.1
2010-04-07,7.0,7.0,21.0,18.4,24.1,18.2,11.2,80,1009.0
2010-04-08,0.9,0.9,21.9,18.8,25.0,21.1,12.1,73,1006.8
2010-04-09,0.2,0.2,19.3,17.3,22.3,12.2,7.1,76,1007.2
2010-04-10,0.0,0.0,19.9,15.7,24.2,8.2,6.2,77,1003.3
2010-04-11,0.0,0.0,21.5,17.7,26.3,17.2,11.1,67,1002.6
2010-04-12,0.0,0.0,17.7,14.2,22.1,14.4,10.7,45,1008.2
2010-04-13,0.0,0.0,16.8,13.6,19.8,11.6,8.1,63,1014.9
2010-04-14,0.0,0.0,17.3,12.4,22.2,11.3,7.1,72,1015.2
2010-04-15,0.2,0.2,18.6,14.4,22.2,13.2,7.3,79,1015.5
2010-04-16,1.6,1.6,19.3,17.7,21.3,9.8,6.8,75,1019.8
2010-04-17,1.3,1.3,19.3,15.6,22.2,10.9,5.8,81,1020.7
2010-04-18,0.4,0.4,19.7,16.1,22.4,9.4,5.2,85,1019.8
2010-04-19,0.3,0.3,19.8,16.5,23.0,10.2,6.0,86,1018.9
2010-04-20,0.0,0.0,19.8,16.5,23.1,9.1,5.5,84,1017.4
2010-04-21,0.0,0.0,19.5,16.0,23.1,11.8,6.4,85,1015.8
2010-04-22,0.0,0.0,20.0,15.4,24.0,7.8,4.6,84,1015.1
2010-04-23,0.0,0.0,21.4,15.8,26.3,12.3,6.5,74,1012.1
2010-04-24,0.5,0.5,22.2,18.3,27.5,16.7,10.3,66,1007.2
2010-04-25,7.3,7.3,18.8,16.5,20.8,16.7,10.1,70,1008.3
2010-04-26,0.0,0.0,16.7,13.3,19.4,13.1,9.2,63,1016.8
2010-04-27,0.0,0.0,15.9,12.2,19.4,7.6,6.4,65,1013.6
2010-04-28,0.0,0.0,16.9,11.7,22.8,12.8,8.8,62,1013.1
2010-04-29,0.0,0.0,17.5,12.7,22.4,13.4,8.4,57,1013.1
2010-04-30,0.5,0.5,17.2,14.4,19.2,18.1,11.2,71,1018.6
2010-05-01,1.0,1.0,17.8,14.9,20.2,10.0,7.0,80,1019.9
2010-05-02,0.0,0.0,18.3,13.5,23.6,8.3,5.9,77,1017.9
2010-05-03,0.1,0.1,19.4,17.4,21.7,10.4,7.6,74,1019.6
2010-05-04,0.0,0.0,19.2,15.6,23.4,12.2,7.3,78,1012.8
2010-05-05,3.9,3.9,16.5,13.3,20.7,22.0,14.2,63,1007.4
2010-05-06,0.0,0.0,15.2,11.3,19.7,15.1,10.6,52,1013.6
2010-05-07,0.0,0.0,15.4,11.6,19.7,9.8,6.9,63,1014.7
2010-05-08,0.0,0.0,16.2,11.2,21.0,8.4,5.5,67,1014.7
2010-05-09,0.0,0.0,17.0,12.3,21.8,9.5,6.5,72,1014.1
2010-05-10,0.0,0.0,17.5,12.8,21.8,12.4,7.4,79,1011.8
2010-05-11,0.0,0.0,17.8,12.6,24.6,21.5,12.1,58,1006.5
2010-05-12,0.0,0.0,14.3,11.3,17.3,18.2,13.8,45,1011.7
2010-05-13,0.0,0.0,14.2,10.2,18.9,16.3,11.7,62,1012.1
2010-05-14,0.0,0.0,15.3,11.9,19.0,17.0,10.3,60,1010.9
2010-05-15,0.0,0.0,15.7,12.3,18.6,11.8,8.6,66,1011.0
2010-05-16,0.5,0.5,16.0,13.4,19.0,8.8,6.3,73,1013.6
2010-05-17,2.6,2.6,14.8,13.7,16.9,10.8,5.3,86,1012.6
2010-05-18,2.3,2.3,14.4,13.0,16.6,14.8,10.3,87,1012.3
2010-05-19,0.3,0.3,15.1,13.2,17.2,13.2,9.6,82,1014.9
2010-05-20,0.7,0.7,14.7,11.6,17.1,8.0,5.3,81,1015.3
2010-05-21,3.0,3.0,14.2,12.2,16.4,12.4,8.0,86,1013.7
2010-05-22,0.0,0.0,13.8,12.8,15.5,18.2,13.4,83,1014.9
2010-05-23,1.6,1.6,14.2,12.2,16.4,10.8,8.4,79,1016.1
2010-05-24,1.3,1.3,15.1,10.8,18.8,6.9,4.9,78,1012.0
2010-05-25,7.5,7.5,14.9,12.7,16.7,6.5,3.6,87,1003.5
2010-05-26,33.3,33.3,14.7,12.6,16.2,23.7,12.1,90,1000.8
2010-05-27,0.2,0.2,16.2,14.1,17.6,14.7,8.9,70,1011.4
2010-05-28,0.0,0.0,16.0,13.3,18.6,10.1,6.6,75,1012.6
2010-05-29,8.9,8.9,15.4,13.3,16.7,12.6,9.4,87,1002.6
2010-05-30,0.0,0.0,14.2,12.4,16.9,13.2,10.5,74,998.1
2010-05-31,5.3,5.3,15.2,12.7,17.1,27.8,17.8,84,1004.6
2010-06-01,0.0,0.0,15.2,13.5,17.0,15.5,10.3,75,1012.5
2010-06-02,0.6,0.6,14.8,12.0,17.6,11.4,8.3,81,1014.3
2010-06-03,12.8,12.8,15.5,14.4,16.5,21.4,14.1,88,1015.9
2010-06-04,13.3,13.3,16.0,15.5,16.7,19.2,16.0,87,1011.9
2010-06-05,0.0,0.0,15.3,13.2,17.5,15.8,13.7,75,1007.9
2010-06-06,0.0,0.0,13.4,11.1,15.8,22.2,15.4,70,1010.3
2010-06-07,0.0,0.0,13.0,11.3,15.1,15.8,11.5,71,1017.3
2010-06-08,0.0,0.0,13.3,10.1,15.9,10.0,6.6,77,1014.9
2010-06-09,0.0,0.0,11.9,9.1,15.3,21.8,13.8,65,1006.0
2010-06-10,0.0,0.0,11.8,9.8,14.4,23.4,15.6,54,1011.2
2010-06-11,0.0,0.0,11.0,7.0,15.5,12.2,8.8,65,1013.2
2010-06-12,0.0,0.0,12.0,9.8,14.4,13.7,10.5,63,1016.0
2010-06-13,0.0,0.0,12.5,10.2,15.1,11.5,9.0,68,1023.2
2010-06-14,0.0,0.0,12.1,9.5,15.7,8.8,6.0,75,1026.8
2010-06-15,0.0,0.0,12.3,8.5,16.3,8.0,5.8,80,1024.7
2010-06-16,0.0,0.0,12.5,7.5,17.0,12.2,7.1,82,1020.0
2010-06-17,1.4,1.4,13.8,11.8,16.3,20.0,14.5,76,1009.1
2010-06-18,0.0,0.0,12.2,9.6,15.4,11.6,8.6,63,1010.7
2010-06-19,0.0,0.0,12.7,8.6,18.2,19.3,10.2,65,1012.7
2010-06-20,0.0,0.0,13.2,9.7,17.6,8.9,5.7,69,1018.4
2010-06-21,0.6,0.6,13.4,9.4,16.4,11.6,8.4,81,1026.2
2010-06-22,1.2,1.2,14.2,12.9,15.7,13.6,8.9,77,1030.1
2010-06-23,2.7,2.7,14.4,13.3,16.6,10.5,6.3,76,1029.1
2010-06-24,0.4,0.4,14.0,11.4,16.4,8.7,5.4,82,1023.4
2010-06-25,0.3,0.3,15.5,13.4,18.5,12.6,9.4,73,1016.9
2010-06-26,1.2,1.2,14.5,11.4,17.3,14.5,12.0,74,1012.1
2010-06-27,0.0,0.0,11.6,9.5,13.7,11.8,9.4,65,1014.2
2010-06-28,0.0,0.0,10.4,7.7,13.8,9.2,7.0,65,1013.4
2010-06-29,0.0,0.0,8.2,4.6,11.7,8.0,6.0,69,1012.7
2010-06-30,0.0,0.0,8.5,3.9,13.8,9.5,7.8,67,1014.0
2010-07-01,0.0,0.0,10.3,6.7,14.8,8.5,6.3,67,1017.6
2010-07-02,0.0,0.0,10.6,8.1,13.6,9.2,6.4,73,1019.0
2010-07-03,0.0,0.0,11.2,8.3,14.3,17.7,13.0,63,1019.8
2010-07-04,0.0,0.0,12.5,9.9,15.7,12.6,8.9,68,1022.2
2010-07-05,1.2,1.2,12.1,10.0,15.5,7.8,4.5,83,1019.2
2010-07-06,1.4,1.4,12.6,10.2,15.5,16.9,9.1,84,1011.7
2010-07-07,0.0,0.0,13.2,11.9,14.6,19.8,15.2,76,1017.0
2010-07-08,2.1,2.1,12.9,11.6,14.9,15.6,11.9,79,1020.4
2010-07-09,4.1,4.1,13.5,11.8,15.6,13.0,8.7,76,1022.4
2010-07-10,0.0,0.0,13.9,11.7,16.2,9.9,5.8,78,1020.5
2010-07-11,0.7,0.7,14.6,12.2,17.7,13.0,9.6,81,1015.2
2010-07-12,0.0,0.0,13.6,10.9,15.9,7.4,4.5,72,1016.2
2010-07-13,1.4,1.4,14.7,11.1,17.0,18.5,9.6,86,1010.9
2010-07-14,5.3,5.3,14.7,11.9,16.8,24.3,19.2,62,1002.6
2010-07-15,0.0,0.0,12.2,10.3,14.9,23.2,17.5,55,1010.5
2010-07-16,0.0,0.0,11.7,8.7,14.9,12.1,9.2,66,1018.9
2010-07-17,0.0,0.0,11.9,8.8,15.2,8.7,5.9,72,1020.0
2010-07-18,0.0,0.0,12.1,7.6,17.1,9.8,7.6,70,1014.4
2010-07-19,0.0,0.0,11.3,7.9,14.5,9.4,5.6,72,1011.4
2010-07-20,1.7,1.7,11.3,9.6,13.5,12.0,10.1,75,1015.9
2010-07-21,0.5,0.5,11.6,9.1,14.4,10.5,7.9,69,1019.7
2010-07-22,0.0,0.0,11.4,8.8,14.0,18.4,11.6,69,1022.6
2010-07-23,0.1,0.1,12.4,10.3,14.7,11.9,9.5,80,1025.1
2010-07-24,3.3,3.3,12.5,10.6,15.0,8.4,5.6,87,1023.0
2010-07-25,2.5,2.5,12.1,10.2,14.5,9.4,6.8,85,1023.3
2010-07-26,0.3,0.3,12.3,9.5,15.1,12.1,7.3,79,1026.9
2010-07-27,0.0,0.0,13.5,10.0,16.3,7.6,5.9,69,1027.5
2010-07-28,17.3,17.3,14.6,14.0,15.0,16.7,8.7,79,1020.8
2010-07-29,5.9,5.9,14.1,11.1,16.7,11.4,8.8,87,1011.4
2010-07-30,1.8,1.8,16.2,12.4,20.2,11.9,8.7,84,1009.1
2010-07-31,8.5,8.5,15.3,12.2,18.9,18.4,10.0,75,1007.5
2010-08-01,0.7,0.7,13.0,9.6,18.4,23.9,15.1,61,1011.6
2010-08-02,3.2,3.2,11.1,9.0,14.2,32.6,20.5,60,1008.0
2010-08-03,2.3,2.3,13.2,12.2,14.6,35.0,23.2,75,1010.5
2010-08-04,0.0,0.0,12.3,9.1,15.8,9.5,6.1,69,1011.1
2010-08-05,0.0,0.0,10.8,7.1,15.6,18.0,11.5,61,1011.3
2010-08-06,0.0,0.0,11.2,8.6,14.7,16.3,12.3,61,1014.1
2010-08-07,0.0,0.0,11.0,8.5,13.9,12.0,9.7,67,1017.5
2010-08-08,0.0,0.0,11.2,7.4,14.7,10.1,6.6,71,1015.0
2010-08-09,0.0,0.0,12.0,6.8,16.1,10.1,5.8,81,1015.6
2010-08-10,8.6,8.6,14.1,9.5,16.1,12.9,8.3,91,1010.3
2010-08-11,0.0,0.0,13.2,10.8,16.3,26.1,17.4,66,1000.8
2010-08-12,0.6,0.6,12.3,9.6,15.8,27.1,20.6,62,997.0
2010-08-13,0.0,0.0,13.2,10.9,16.2,19.0,13.9,62,1005.9
2010-08-14,0.0,0.0,13.2,8.6,18.3,14.8,10.2,70,1006.3
2010-08-15,0.3,0.3,14.3,11.4,17.9,21.7,14.9,60,1000.8
2010-08-16,0.0,0.0,13.7,11.0,16.7,22.3,14.6,57,1006.4
2010-08-17,0.0,0.0,11.2,8.1,15.0,11.2,8.2,53,1014.8
2010-08-18,1.3,1.3,13.0,7.6,18.1,18.1,11.2,68,1010.0
2010-08-19,0.8,0.8,17.0,13.9,20.9,24.0,17.1,67,1001.9
2010-08-20,0.0,0.0,12.9,9.9,16.5,16.3,10.2,50,1006.8
2010-08-21,0.0,0.0,11.7,8.4,16.4,24.9,15.4,52,1011.2
2010-08-22,0.0,0.0,12.1,8.0,15.8,11.4,7.9,60,1015.4
2010-08-23,0.5,0.5,11.9,10.9,12.9,12.6,6.6,72,1008.8
2010-08-24,0.0,0.0,13.5,10.4,17.9,20.1,14.4,56,1004.4
2010-08-25,0.0,0.0,12.3,9.8,15.6,20.4,12.5,49,1000.8
2010-08-26,0.6,0.6,11.8,9.4,15.2,24.7,19.0,53,997.5
2010-08-27,0.0,0.0,12.7,9.4,16.2,23.4,16.8,56,1003.3
2010-08-28,0.0,0.0,12.2,9.4,15.4,14.2,10.0,58,1015.6
2010-08-29,0.0,0.0,12.9,9.6,16.2,13.7,6.4,70,1021.2
2010-08-30,0.2,0.2,13.1,10.1,16.1,14.4,5.3,75,1019.9
2010-08-31,0.0,0.0,14.7,10.0,19.1,12.1,7.3,72,1016.5
2010-09-01,0.0,0.0,17.3,12.5,23.4,22.9,11.1,60,1010.1
2010-09-02,7.2,7.2,15.7,13.9,17.6,18.4,8.7,86,1010.4
2010-09-03,1.2,1.2,14.8,13.5,15.8,16.2,10.0,75,1017.8
2010-09-04,15.4,15.4,17.1,15.8,18.8,25.8,19.4,86,1005.5
2010-09-05,0.0,0.0,16.5,12.8,19.4,35.4,23.5,54,1004.9
2010-09-06,0.0,0.0,14.1,11.0,18.0,15.9,11.7,56,1012.7
2010-09-07,1.0,1.0,12.0,9.6,13.9,17.1,10.0,69,1017.5
2010-09-08,0.0,0.0,12.5,9.6,15.4,10.6,7.3,71,1019.3
2010-09-09,5.4,5.4,13.2,7.8,18.3,12.6,8.8,79,1008.9
2010-09-10,1.3,1.3,15.7,12.6,21.7,26.0,15.5,69,999.7
2010-09-11,0.0,0.0,14.1,11.4,17.4,14.4,8.7,56,1010.9
2010-09-12,0.0,0.0,14.2,7.5,18.2,14.7,7.2,70,1013.8
2010-09-13,0.0,0.0,16.4,12.1,21.9,20.2,9.8,62,1009.0
2010-09-14,4.6,4.6,14.6,13.0,15.8,15.5,9.6,85,1007.6
2010-09-15,0.7,0.7,14.9,12.0,19.1,17.2,14.2,69,1004.5
2010-09-16,0.0,0.0,14.1,11.3,19.1,20.9,17.0,52,1008.7
2010-09-17,0.0,0.0,12.9,10.3,16.3,19.2,9.4,52,1013.1
2010-09-18,0.0,0.0,13.4,8.6,19.1,8.9,6.4,66,1010.9
2010-09-19,0.0,0.0,14.0,10.7,17.1,10.5,6.7,74,1014.5
2010-09-20,0.3,0.3,14.5,11.1,17.7,13.8,8.4,82,1017.1
2010-09-21,0.0,0.0,15.2,11.1,20.9,23.3,10.9,78,1017.9
2010-09-22,0.0,0.0,15.9,13.3,19.1,17.9,7.7,71,1018.2
2010-09-23,0.6,0.6,15.3,14.5,16.3,11.6,8.3,76,1017.2
2010-09-24,0.0,0.0,16.6,11.6,21.3,13.3,6.9,80,1014.2
2010-09-25,0.0,0.0,16.9,11.7,24.1,11.3,7.8,68,1009.9
2010-09-26,0.0,0.0,16.2,11.2,20.5,16.6,7.9,74,1012.2
2010-09-27,0.0,0.0,19.0,12.4,24.9,20.8,10.6,60,1006.8
2010-09-28,0.0,0.0,17.3,10.4,23.0,15.3,9.9,62,1006.1
2010-09-29,0.5,0.5,13.4,11.8,14.9,24.5,15.1,54,1011.6
2010-09-30,0.0,0.0,13.0,8.7,16.5,17.6,7.1,56,1018.2
2010-10-01,0.0,0.0,15.0,10.8,17.6,13.8,7.1,63,1021.1
2010-10-02,10.0,10.0,16.6,15.0,18.9,16.8,9.0,70,1022.8
2010-10-03,10.7,10.7,16.3,14.7,17.8,20.3,10.6,84,1022.4
2010-10-04,4.6,4.6,16.6,15.1,18.1,14.0,8.3,86,1018.4
2010-10-05,0.2,0.2,17.9,15.1,21.0,12.4,5.9,86,1015.8
2010-10-06,0.5,0.5,17.9,15.1,20.1,12.8,7.5,88,1014.1
2010-10-07,0.0,0.0,16.8,14.8,21.4,23.4,10.9,78,1011.4
2010-10-08,0.4,0.4,15.9,14.3,17.9,15.7,7.3,71,1017.2
2010-10-09,0.3,0.3,16.6,14.7,18.4,11.8,8.6,67,1020.0
2010-10-10,1.0,1.0,16.8,14.2,19.3,20.4,13.1,67,1024.9
2010-10-11,0.6,0.6,17.8,16.6,19.7,24.1,14.5,68,1026.1
2010-10-12,1.0,1.0,18.2,16.0,20.7,17.7,13.0,77,1021.2
2010-10-13,1.1,1.1,19.2,15.8,23.2,11.2,7.6,77,1011.5
2010-10-14,1.0,1.0,20.4,17.1,24.2,14.8,10.2,75,1004.0
2010-10-15,9.3,9.3,20.0,18.0,22.2,32.1,21.5,79,989.9
2010-10-16,0.9,0.9,12.9,10.1,17.1,35.0,26.4,48,996.5
2010-10-17,0.0,0.0,15.0,10.7,20.3,17.1,8.6,52,1007.2
2010-10-18,0.0,0.0,16.0,11.4,21.6,11.4,8.0,58,1011.6
2010-10-19,2.7,2.7,15.2,13.9,16.4,16.5,10.1,69,1019.5
2010-10-20,0.0,0.0,16.8,13.9,20.0,19.2,8.2,69,1021.0
2010-10-21,0.0,0.0,17.6,14.1,21.0,18.1,8.9,73,1017.9
2010-10-22,0.1,0.1,18.9,14.4,23.0,12.3,6.5,76,1013.6
2010-10-23,2.0,2.0,19.7,14.7,25.5,17.7,7.9,75,1010.3
2010-10-24,22.3,22.3,15.0,14.4,16.4,20.2,14.4,84,1014.9
2010-10-25,1.3,1.3,16.4,14.5,18.4,22.0,14.0,70,1013.6
2010-10-26,0.0,0.0,18.0,11.6,22.7,12.2,6.8,70,1010.4
2010-10-27,2.5,2.5,17.2,12.3,21.4,21.4,10.5,79,1010.3
2010-10-28,0.0,0.0,16.9,15.4,18.9,15.5,10.3,70,1014.6
2010-10-29,0.0,0.0,17.6,13.7,20.0,13.7,7.9,72,1012.8
2010-10-30,0.0,0.0,20.1,16.4,24.3,19.9,12.3,81,1007.7
2010-10-31,6.3,6.3,21.5,18.6,25.1,15.7,11.2,79,1005.5
2010-11-01,31.0,31.0,17.8,16.5,19.5,20.0,14.8,83,1007.3
2010-11-02,41.5,41.5,14.9,12.6,17.3,21.4,11.8,78,1007.3
2010-11-03,0.5,0.5,16.4,12.0,21.4,19.9,9.2,72,1011.8
2010-11-04,7.8,7.8,14.8,13.9,15.7,18.8,14.5,80,1015.3
2010-11-05,2.2,2.2,15.4,14.0,17.5,19.9,14.8,65,1017.0
2010-11-06,8.3,8.3,15.6,14.0,17.6,13.7,9.4,74,1016.5
2010-11-07,0.0,0.0,17.1,12.7,20.1,16.8,8.3,78,1013.2
2010-11-08,2.6,2.6,20.5,16.0,25.3,17.4,8.5,80,1011.1
2010-11-09,0.0,0.0,18.9,17.3,20.3,13.8,7.9,86,1017.8
2010-11-10,3.7,3.7,20.5,16.7,24.5,14.0,5.8,87,1013.4
2010-11-11,0.0,0.0,21.2,17.9,23.8,11.2,7.1,82,1007.9
2010-11-12,0.0,0.0,21.7,18.1,25.5,17.7,10.1,81,1006.5
2010-11-13,0.2,0.2,23.2,19.1,27.6,15.8,10.0,80,1008.1
2010-11-14,0.0,0.0,23.7,20.6,27.6,16.1,10.3,75,1008.0
2010-11-15,34.4,34.4,20.4,18.4,22.6,7.8,5.0,89,1006.7
2010-11-16,0.2,0.2,19.0,17.6,21.5,16.0,10.7,84,1007.0
2010-11-17,1.3,1.3,18.2,17.0,19.6,13.3,10.1,79,1010.0
2010-11-18,0.0,0.0,19.1,15.3,22.2,16.7,7.4,77,1007.9
2010-11-19,0.8,0.8,17.3,16.3,18.4,24.1,17.2,72,1016.4
2010-11-20,0.0,0.0,17.6,13.4,20.7,13.4,8.7,63,1019.6
2010-11-21,0.0,0.0,18.4,13.6,21.8,17.4,10.0,73,1017.5
2010-11-22,0.1,0.1,19.5,16.3,21.9,19.3,11.4,74,1018.4
2010-11-23,0.0,0.0,20.1,17.2,22.9,20.4,13.6,72,1019.2
2010-11-24,0.0,0.0,20.2,17.1,23.6,19.5,12.1,76,1017.0
2010-11-25,0.0,0.0,20.9,17.6,24.4,18.4,9.4,75,1012.9
2010-11-26,0.0,0.0,20.8,17.7,24.1,16.2,7.8,77,1010.2
2010-11-27,0.0,0.0,21.2,18.1,24.3,23.4,11.4,79,1007.3
2010-11-28,8.8,8.8,20.6,19.0,22.8,13.4,10.4,79,1004.7
