date,precipitation_sum,rain_sum,temperature_mean,temperature_min,temperature_max,windspeed_10m_max,windspeed,humidity,pressure
2013-12-05,0.0,0.0,20.1,14.0,24.3,36.1,19.2,55,993.3
2013-12-06,0.0,0.0,16.6,12.9,20.5,21.0,12.3,51,1006.5
2013-12-07,0.0,0.0,18.7,12.3,22.3,17.0,7.0,60,1013.0
2013-12-08,0.0,0.0,20.6,16.0,24.5,19.8,9.0,70,1009.6
2013-12-09,0.0,0.0,23.6,18.2,29.4,16.1,8.5,66,1000.0
2013-12-10,0.2,0.2,25.4,19.6,28.1,21.5,14.4,55,997.6
2013-12-11,0.0,0.0,22.0,17.6,26.7,11.4,7.7,65,1001.5
2013-12-12,1.9,1.9,21.1,19.0,23.6,22.3,10.3,71,1004.4
2013-12-13,0.0,0.0,21.7,17.5,24.9,20.2,7.7,79,1004.9
2013-12-14,4.3,4.3,20.3,19.1,21.8,21.3,15.1,84,1008.8
2013-12-15,1.6,1.6,20.2,18.3,22.2,17.1,7.5,79,1011.9
2013-12-16,1.8,1.8,20.4,18.3,22.4,18.7,10.4,78,1013.7
2013-12-17,0.0,0.0,21.1,17.6,24.5,19.3,9.6,70,1014.2
2013-12-18,0.0,0.0,21.4,18.6,24.3,16.1,9.4,67,1016.4
2013-12-19,0.0,0.0,21.8,18.4,25.4,19.1,11.3,70,1013.7
2013-12-20,0.0,0.0,25.7,19.6,31.7,12.1,6.9,62,1007.6
2013-12-21,0.0,0.0,22.8,20.8,25.1,22.3,15.6,75,1009.2
2013-12-22,0.0,0.0,25.1,18.5,31.2,19.3,10.9,69,1004.2
2013-12-23,0.0,0.0,26.5,20.0,34.1,22.7,13.8,59,1000.8
2013-12-24,0.1,0.1,20.2,19.2,21.5,18.8,12.9,69,1011.9
2013-12-25,12.4,12.4,20.6,19.6,22.2,15.8,9.5,79,1010.7
2013-12-26,4.2,4.2,20.9,19.3,23.1,14.6,11.1,80,1005.3
2013-12-27,0.0,0.0,20.7,18.0,23.6,17.0,7.8,77,1005.7
2013-12-28,0.0,0.0,21.8,19.1,24.9,20.9,11.1,74,1002.9
2013-12-29,0.0,0.0,20.1,18.5,21.1,29.3,17.3,68,1004.2
2013-12-30,0.0,0.0,20.0,17.8,22.6,21.1,9.6,62,1007.3
2013-12-31,0.4,0.4,21.2,17.8,25.1,20.9,9.0,71,1006.9
2014-01-01,0.4,0.4,22.2,19.1,25.9,19.7,9.7,74,1006.1
2014-01-02,0.0,0.0,24.6,21.0,33.3,23.1,11.9,68,998.2
2014-01-03,0.9,0.9,21.9,20.2,24.6,17.9,9.8,77,995.9
2014-01-04,0.0,0.0,21.5,19.6,24.3,18.1,11.5,73,996.8
2014-01-05,0.1,0.1,22.5,19.2,26.4,26.8,10.9,74,1000.8
2014-01-06,0.1,0.1,22.6,19.6,27.6,18.6,11.8,55,1003.0
2014-01-07,0.6,0.6,18.9,17.2,20.0,18.4,13.2,66,1012.7
2014-01-08,1.9,1.9,18.6,16.8,20.1,12.9,10.0,69,1016.4
2014-01-09,0.5,0.5,20.3,18.5,22.4,15.7,8.5,59,1016.9
2014-01-10,1.6,1.6,21.2,17.3,24.3,17.0,7.9,74,1014.2
2014-01-11,0.0,0.0,23.1,18.8,27.2,14.7,5.4,74,1010.5
2014-01-12,0.0,0.0,22.1,18.7,25.1,16.9,10.3,81,1011.5
2014-01-13,0.0,0.0,21.2,19.1,23.6,15.5,10.1,67,1014.5
2014-01-14,0.0,0.0,22.2,17.3,26.6,20.0,10.8,69,1014.3
2014-01-15,0.0,0.0,24.1,19.9,29.2,20.4,10.8,71,1013.0
2014-01-16,0.0,0.0,23.9,20.6,28.3,17.7,9.1,76,1011.3
2014-01-17,0.0,0.0,23.5,20.3,27.6,22.2,11.2,74,1008.8
2014-01-18,0.0,0.0,23.9,19.4,28.9,19.0,10.1,72,1004.7
2014-01-19,0.0,0.0,22.6,19.3,25.8,18.1,11.4,80,1003.6
2014-01-20,0.6,0.6,22.3,20.6,25.0,19.6,10.5,79,1003.0
2014-01-21,2.8,2.8,22.1,20.6,24.1,13.5,10.1,80,1003.3
2014-01-22,0.3,0.3,21.5,20.6,23.0,19.4,14.7,70,1012.2
2014-01-23,1.2,1.2,21.4,19.6,23.3,14.1,10.4,67,1015.0
2014-01-24,3.2,3.2,23.2,20.6,26.6,16.9,10.7,75,1004.8
2014-01-25,0.0,0.0,20.3,18.9,21.7,27.2,15.5,66,1007.7
2014-01-26,0.2,0.2,19.5,18.0,20.7,12.5,9.3,59,1017.5
2014-01-27,0.0,0.0,21.5,17.5,24.3,20.5,10.4,62,1016.8
2014-01-28,0.0,0.0,22.5,19.4,26.0,22.5,13.7,66,1013.0
2014-01-29,0.0,0.0,23.0,19.1,27.8,18.8,10.1,68,1009.6
2014-01-30,0.0,0.0,22.5,18.4,26.3,21.2,12.2,71,1011.3
2014-01-31,0.0,0.0,23.1,19.2,27.9,16.8,10.5,67,1007.0
2014-02-01,0.0,0.0,22.8,20.1,26.2,15.1,11.4,78,1007.3
2014-02-02,0.0,0.0,23.0,20.7,26.2,22.4,13.7,72,1008.4
2014-02-03,0.0,0.0,23.0,20.5,26.3,21.7,14.9,69,1006.8
2014-02-04,1.2,1.2,20.9,18.9,23.0,29.6,17.7,72,1011.6
2014-02-05,0.1,0.1,19.4,18.1,21.2,18.7,14.5,56,1016.5
2014-02-06,0.0,0.0,19.6,17.4,21.7,12.3,6.9,63,1012.6
2014-02-07,0.0,0.0,20.4,14.6,24.8,18.0,9.4,68,1010.0
2014-02-08,0.0,0.0,22.5,18.8,26.9,21.1,11.3,69,1010.7
2014-02-09,0.0,0.0,22.9,19.4,27.2,19.5,10.1,76,1010.0
2014-02-10,0.0,0.0,21.7,20.5,23.6,22.3,15.5,77,1011.3
2014-02-11,0.6,0.6,22.6,20.8,25.2,17.0,9.1,77,1010.1
2014-02-12,1.9,1.9,22.6,21.6,23.7,18.0,8.8,83,1009.8
2014-02-13,0.2,0.2,23.3,21.6,26.6,21.6,9.7,76,1006.9
2014-02-14,5.2,5.2,22.2,20.7,24.3,11.5,6.2,82,1001.3
2014-02-15,6.3,6.3,22.3,20.5,24.4,10.2,7.2,86,995.2
2014-02-16,16.8,16.8,22.2,19.3,24.5,20.9,13.0,86,996.4
2014-02-17,1.8,1.8,20.7,19.5,22.4,13.8,11.4,74,1006.8
2014-02-18,0.4,0.4,20.8,18.6,22.9,12.3,5.7,81,1004.8
2014-02-19,16.6,16.6,22.6,20.2,26.6,16.6,8.2,91,997.5
2014-02-20,0.0,0.0,22.2,19.3,25.0,13.8,7.4,66,1001.6
2014-02-21,0.0,0.0,20.3,17.9,23.5,18.7,11.3,56,1009.9
2014-02-22,2.1,2.1,20.1,18.6,21.8,17.0,8.7,71,1013.9
2014-02-23,0.7,0.7,20.5,18.9,22.2,12.9,9.5,68,1016.1
2014-02-24,0.2,0.2,21.3,17.9,24.0,17.2,8.0,77,1013.2
2014-02-25,0.0,0.0,21.9,18.8,24.9,21.5,10.5,78,1008.9
2014-02-26,0.8,0.8,23.4,19.7,28.7,10.9,7.5,75,1005.7
2014-02-27,1.0,1.0,21.3,20.1,22.4,22.4,14.5,84,1011.9
2014-02-28,3.7,3.7,20.4,19.5,21.1,19.7,13.2,75,1016.5
2014-03-01,11.9,11.9,20.0,18.2,21.3,11.2,5.5,85,1014.1
2014-03-02,8.4,8.4,19.6,17.2,21.3,12.1,8.5,84,1014.5
2014-03-03,1.3,1.3,21.1,19.4,22.7,12.4,7.9,76,1018.3
2014-03-04,0.4,0.4,21.7,19.9,23.8,11.4,5.9,72,1018.0
2014-03-05,0.7,0.7,21.8,17.2,25.5,7.2,5.4,80,1010.9
2014-03-06,1.2,1.2,21.2,19.7,23.0,18.1,10.7,84,1012.0
2014-03-07,0.0,0.0,22.0,18.0,25.3,12.0,6.2,82,1013.1
2014-03-08,0.2,0.2,22.2,20.3,24.5,17.0,8.8,79,1015.4
2014-03-09,0.1,0.1,22.4,20.0,24.8,15.3,8.4,71,1015.8
2014-03-10,0.2,0.2,22.2,19.3,24.7,15.8,7.8,75,1016.1
2014-03-11,0.0,0.0,21.9,18.4,25.0,15.3,8.6,75,1015.6
2014-03-12,1.0,1.0,22.0,18.6,25.6,13.3,7.2,75,1011.3
2014-03-13,3.2,3.2,21.3,19.8,22.8,13.6,9.3,83,1012.9
2014-03-14,0.0,0.0,22.2,19.3,25.2,15.6,9.3,77,1010.0
2014-03-15,2.8,2.8,22.3,19.4,26.7,11.8,7.8,79,1004.4
2014-03-16,1.7,1.7,22.7,19.1,26.7,17.9,13.2,58,1000.3
2014-03-17,0.0,0.0,20.4,16.1,24.7,12.5,8.2,51,1009.9
2014-03-18,0.0,0.0,21.8,15.7,26.7,11.3,6.7,64,1013.7
2014-03-19,3.5,3.5,21.1,17.4,24.7,19.5,10.9,81,1017.6
2014-03-20,0.9,0.9,21.5,19.8,23.4,16.0,7.6,83,1019.0
2014-03-21,1.6,1.6,21.9,19.6,24.9,16.3,9.0,80,1014.4
2014-03-22,1.3,1.3,21.5,17.3,25.6,12.7,6.2,84,1010.7
2014-03-23,0.7,0.7,22.4,19.8,25.9,11.5,8.0,78,1009.4
2014-03-24,17.6,17.6,19.7,18.5,20.7,20.3,13.7,88,1010.0
2014-03-25,2.5,2.5,20.6,17.6,23.3,13.6,7.0,87,1013.7
2014-03-26,13.9,13.9,20.8,19.9,21.5,13.0,7.6,92,1015.9
2014-03-27,9.9,9.9,21.1,20.1,22.1,12.9,9.2,85,1014.6
2014-03-28,11.4,11.4,20.2,18.6,22.5,5.1,3.4,84,1009.4
2014-03-29,0.4,0.4,20.9,19.1,23.6,13.3,7.8,79,1009.4
2014-03-30,4.4,4.4,20.7,18.6,23.0,10.8,5.5,82,1013.7
2014-03-31,2.9,2.9,20.3,18.5,22.5,9.1,5.3,83,1014.6
2014-04-01,0.0,0.0,21.0,17.0,24.5,10.3,5.9,82,1012.4
2014-04-02,0.0,0.0,21.3,18.3,24.4,11.4,5.8,85,1010.2
2014-04-03,0.5,0.5,21.9,18.5,25.3,13.4,5.8,89,1010.0
2014-04-04,6.1,6.1,19.9,18.9,21.0,14.8,8.5,88,1011.4
2014-04-05,1.8,1.8,20.2,18.9,22.4,16.9,8.3,80,1011.9
2014-04-06,1.1,1.1,19.0,18.2,19.9,19.5,13.6,80,1014.9
2014-04-07,0.7,0.7,19.3,18.2,20.5,14.3,9.0,66,1018.1
2014-04-08,0.3,0.3,19.8,17.4,21.8,8.2,5.1,70,1015.7
2014-04-09,0.9,0.9,19.5,16.1,21.4,9.8,5.4,77,1013.4
2014-04-10,4.6,4.6,19.8,17.8,21.6,7.8,3.9,83,1008.5
2014-04-11,6.4,6.4,21.1,19.0,24.4,15.9,8.6,83,999.6
2014-04-12,0.0,0.0,19.0,17.9,20.3,26.9,19.1,73,1005.4
2014-04-13,0.0,0.0,18.2,17.1,19.5,20.0,16.1,74,1010.5
2014-04-14,0.9,0.9,17.4,16.0,18.9,17.3,13.1,76,1013.6
2014-04-15,0.5,0.5,17.5,16.1,19.8,16.9,12.1,76,1013.7
2014-04-16,0.0,0.0,17.9,16.1,19.9,16.3,12.7,74,1012.7
2014-04-17,0.0,0.0,18.0,15.2,20.6,13.2,9.9,69,1012.5
2014-04-18,0.0,0.0,18.7,14.1,23.8,12.1,8.6,63,1009.0
2014-04-19,0.0,0.0,17.5,15.4,19.6,17.8,8.0,63,1009.7
2014-04-20,0.0,0.0,17.7,14.3,21.1,10.9,6.6,70,1010.6
2014-04-21,0.0,0.0,17.3,13.3,20.4,13.8,5.9,63,1013.4
2014-04-22,0.0,0.0,17.7,12.3,23.4,10.0,7.0,68,1011.2
2014-04-23,0.0,0.0,17.7,12.5,23.2,8.0,5.5,70,1010.0
2014-04-24,0.0,0.0,19.8,14.2,27.0,17.1,9.6,65,1007.7
2014-04-25,3.5,3.5,18.6,17.9,19.7,15.5,9.3,80,1014.1
2014-04-26,0.0,0.0,18.9,16.0,22.3,10.2,8.1,77,1008.8
2014-04-27,0.3,0.3,17.8,16.9,19.0,17.8,12.3,75,1016.3
2014-04-28,0.6,0.6,18.0,16.5,19.7,11.5,5.8,75,1017.5
2014-04-29,0.0,0.0,19.4,15.3,23.7,11.9,8.9,75,1010.0
2014-04-30,2.6,2.6,18.9,16.0,21.1,14.5,11.4,66,1006.6
2014-05-01,0.0,0.0,16.1,13.4,18.4,11.2,7.9,63,1009.3
2014-05-02,0.0,0.0,16.9,13.7,20.0,21.7,9.0,63,999.1
2014-05-03,3.2,3.2,13.0,11.6,15.2,24.5,16.7,65,991.3
2014-05-04,2.4,2.4,13.4,10.5,16.7,25.6,20.8,61,998.0
2014-05-05,0.0,0.0,13.7,10.4,18.1,14.9,9.7,57,1010.8
2014-05-06,0.0,0.0,14.5,10.2,18.4,10.9,7.1,69,1014.2
2014-05-07,0.0,0.0,15.4,13.8,17.4,14.8,12.5,65,1017.3
2014-05-08,0.0,0.0,15.4,13.5,17.5,16.2,12.6,70,1019.3
2014-05-09,0.0,0.0,15.7,12.8,18.4,10.0,6.3,78,1018.8
2014-05-10,0.0,0.0,17.0,12.3,20.7,9.8,7.0,73,1016.0
2014-05-11,2.3,2.3,16.5,13.8,19.5,13.4,8.3,77,1016.2
2014-05-12,0.5,0.5,17.0,15.0,19.6,13.4,9.4,73,1022.6
2014-05-13,0.7,0.7,16.3,13.4,19.0,8.4,5.4,82,1022.6
2014-05-14,0.0,0.0,16.2,12.2,19.9,10.5,6.5,80,1021.2
2014-05-15,0.0,0.0,16.3,10.9,20.2,9.8,6.0,72,1020.7
2014-05-16,0.0,0.0,16.6,11.1,21.4,8.2,6.3,70,1021.7
2014-05-17,0.0,0.0,17.2,12.7,21.9,7.9,6.2,70,1022.1
2014-05-18,0.0,0.0,16.8,12.5,21.7,10.0,7.3,70,1020.5
2014-05-19,0.0,0.0,17.6,12.5,23.2,9.6,7.3,71,1018.3
2014-05-20,0.0,0.0,18.2,13.5,23.6,10.4,8.0,69,1015.4
2014-05-21,0.0,0.0,16.9,13.9,20.0,9.2,6.7,80,1016.8
2014-05-22,0.0,0.0,17.3,12.1,23.1,8.7,6.9,73,1015.0
2014-05-23,0.0,0.0,17.7,12.3,23.9,10.7,8.2,68,1009.8
2014-05-24,0.0,0.0,18.1,14.8,22.4,10.9,7.4,69,1008.6
2014-05-25,0.0,0.0,18.2,13.5,23.0,10.1,6.7,76,1012.1
2014-05-26,0.0,0.0,18.5,12.8,23.1,12.0,6.7,79,1015.7
2014-05-27,0.0,0.0,20.0,16.2,23.6,22.1,13.8,67,1008.8
2014-05-28,0.0,0.0,18.7,15.7,21.7,20.7,12.8,54,1008.1
2014-05-29,0.1,0.1,16.2,13.5,18.6,12.9,9.4,71,1016.4
2014-05-30,0.3,0.3,17.0,16.0,18.7,12.1,7.7,74,1019.4
2014-05-31,2.9,2.9,16.9,15.0,19.0,12.8,6.1,80,1018.0
2014-06-01,0.3,0.3,16.8,14.9,19.5,8.0,4.1,82,1013.2
2014-06-02,0.0,0.0,15.6,12.7,19.4,10.2,6.9,78,1010.5
2014-06-03,0.0,0.0,14.3,11.0,18.6,12.6,9.3,65,1011.9
2014-06-04,0.0,0.0,15.1,11.1,19.4,7.3,6.0,74,1017.0
2014-06-05,5.8,5.8,15.5,14.4,17.5,7.8,5.9,90,1018.7
2014-06-06,12.0,12.0,14.2,13.7,14.8,22.4,16.0,88,1019.7
2014-06-07,0.0,0.0,14.6,12.9,16.6,15.4,11.8,75,1019.9
2014-06-08,0.0,0.0,13.7,12.0,15.3,18.4,11.8,72,1020.0
2014-06-09,3.1,3.1,13.7,10.6,16.0,16.0,11.3,76,1021.6
2014-06-10,1.2,1.2,15.3,14.4,16.5,10.9,8.2,69,1022.5
2014-06-11,0.0,0.0,14.3,11.7,17.3,9.4,5.9,78,1018.5
2014-06-12,0.0,0.0,14.6,10.7,17.8,9.9,7.2,76,1014.4
2014-06-13,0.0,0.0,14.6,9.9,18.1,10.8,6.8,76,1010.8
2014-06-14,4.9,4.9,15.0,12.6,18.0,11.4,8.6,77,1005.1
2014-06-15,2.5,2.5,13.0,11.4,15.8,22.6,15.9,70,1004.9
2014-06-16,0.0,0.0,13.0,9.6,17.0,13.9,8.6,65,1013.6
2014-06-17,0.0,0.0,14.2,11.8,17.4,18.1,13.2,63,1017.9
2014-06-18,0.0,0.0,14.0,11.4,16.9,10.1,7.2,72,1022.8
2014-06-19,0.0,0.0,13.5,8.9,17.7,10.5,7.2,81,1019.4
2014-06-20,0.0,0.0,15.4,12.3,19.8,9.7,7.8,73,1012.3
2014-06-21,0.0,0.0,13.4,9.7,17.9,8.2,6.0,74,1013.2
2014-06-22,0.0,0.0,12.7,9.6,17.1,8.4,5.8,79,1014.9
2014-06-23,0.0,0.0,14.0,10.7,17.7,18.4,13.1,70,1006.5
2014-06-24,0.0,0.0,13.1,10.5,15.0,32.1,24.8,53,1000.6
2014-06-25,0.0,0.0,13.7,11.9,16.1,28.1,17.3,56,1007.4
2014-06-26,0.0,0.0,14.1,10.8,18.4,15.8,12.1,60,1012.9
2014-06-27,0.0,0.0,13.7,10.1,18.0,14.0,10.6,63,1011.6
2014-06-28,0.7,0.7,13.8,11.5,19.4,26.7,19.4,51,999.7
2014-06-29,0.0,0.0,11.6,9.8,14.6,28.2,21.8,54,999.6
2014-06-30,0.0,0.0,11.1,9.4,14.2,19.5,15.7,56,1009.7
2014-07-01,0.0,0.0,12.2,9.7,16.2,19.2,11.8,60,1018.1
2014-07-02,0.0,0.0,12.2,8.1,16.8,10.4,7.4,65,1020.1
2014-07-03,0.0,0.0,10.9,6.2,16.0,8.3,5.3,74,1018.5
2014-07-04,0.0,0.0,12.1,6.4,18.7,12.6,9.3,64,1012.9
2014-07-05,0.0,0.0,11.8,8.1,16.3,23.5,13.1,61,1009.0
2014-07-06,0.0,0.0,12.0,10.0,15.4,19.9,14.6,62,1006.9
2014-07-07,0.0,0.0,12.2,9.5,16.2,15.7,13.2,62,1007.8
2014-07-08,0.0,0.0,11.3,7.3,15.7,10.2,6.6,65,1007.8
2014-07-09,0.0,0.0,12.4,7.6,18.7,19.4,12.6,56,999.2
2014-07-10,0.0,0.0,11.4,9.2,14.8,26.0,17.2,54,1000.6
2014-07-11,0.0,0.0,12.2,9.5,16.1,16.6,12.3,56,1010.6
2014-07-12,0.0,0.0,11.5,7.0,17.2,21.6,12.8,61,1013.2
2014-07-13,0.0,0.0,11.0,8.3,13.7,16.2,12.0,61,1021.0
2014-07-14,0.4,0.4,12.2,8.9,15.3,10.8,7.4,72,1023.7
2014-07-15,0.3,0.3,13.4,9.8,16.9,9.1,5.2,83,1017.3
2014-07-16,3.1,3.1,13.6,11.4,16.2,18.0,9.9,75,1007.7
2014-07-17,0.0,0.0,12.6,8.8,18.0,25.9,14.6,60,1005.7
2014-07-18,0.0,0.0,10.3,6.8,14.0,27.8,19.7,56,1006.4
2014-07-19,0.0,0.0,11.9,9.7,14.4,28.0,20.2,56,1015.3
2014-07-20,0.0,0.0,12.8,11.5,15.1,20.1,14.5,70,1018.8
2014-07-21,0.0,0.0,12.2,9.9,14.9,7.6,6.3,81,1018.7
2014-07-22,0.8,0.8,12.0,9.5,14.9,8.1,5.2,85,1017.3
2014-07-23,0.0,0.0,12.5,9.8,15.7,9.7,6.0,81,1017.1
2014-07-24,0.4,0.4,12.7,7.6,17.0,9.7,6.2,82,1014.7
2014-07-25,0.6,0.6,14.6,9.3,19.8,20.2,11.1,74,1014.8
2014-07-26,9.2,9.2,14.0,11.5,17.6,13.1,7.1,76,1016.4
2014-07-27,0.0,0.0,13.0,8.9,17.5,9.8,6.6,66,1016.7
2014-07-28,0.0,0.0,12.7,8.3,18.6,11.6,8.1,66,1013.9
2014-07-29,0.0,0.0,15.0,11.0,20.6,21.1,15.1,53,1010.5
2014-07-30,0.0,0.0,15.9,12.0,21.3,17.8,13.1,57,1010.4
2014-07-31,0.0,0.0,17.0,12.6,22.2,25.9,18.2,49,1005.1
2014-08-01,0.0,0.0,14.3,9.6,16.9,24.1,18.1,40,1002.9
2014-08-02,0.0,0.0,10.6,8.0,13.5,20.1,14.8,54,1018.5
2014-08-03,0.2,0.2,11.8,8.9,14.6,9.4,6.9,63,1026.4
2014-08-04,0.0,0.0,12.4,7.3,16.5,11.2,5.9,73,1025.8
2014-08-05,0.0,0.0,12.0,7.2,17.6,13.9,6.8,71,1025.0
2014-08-06,0.0,0.0,11.9,6.0,18.7,9.4,6.8,65,1023.1
2014-08-07,0.0,0.0,12.1,7.8,17.1,11.6,7.6,63,1022.2
2014-08-08,0.1,0.1,12.5,9.0,15.9,11.2,6.0,80,1024.2
2014-08-09,0.0,0.0,13.5,8.6,18.9,10.2,6.4,74,1020.9
2014-08-10,0.0,0.0,13.7,8.7,20.1,13.6,9.9,59,1015.0
2014-08-11,0.0,0.0,11.0,9.0,12.9,17.1,11.1,64,1018.9
2014-08-12,2.2,2.2,11.0,9.1,12.6,19.8,13.1,77,1023.0
2014-08-13,1.2,1.2,11.9,10.2,14.5,13.5,10.1,70,1026.1
2014-08-14,0.0,0.0,12.1,8.0,15.8,11.0,7.5,70,1027.1
2014-08-15,0.0,0.0,12.9,9.6,16.2,11.4,6.4,77,1022.8
2014-08-16,6.4,6.4,12.7,8.2,16.0,11.9,7.2,84,1015.1
2014-08-17,29.7,29.7,14.0,11.3,15.8,15.1,10.1,85,1002.6
2014-08-18,16.2,16.2,12.6,9.2,13.7,33.1,20.6,86,999.0
2014-08-19,6.5,6.5,13.6,12.3,15.0,27.0,23.0,81,1009.7
2014-08-20,0.0,0.0,13.0,11.8,14.7,18.5,14.2,71,1018.2
2014-08-21,1.9,1.9,13.1,11.2,15.5,15.2,9.9,82,1022.1
2014-08-22,4.2,4.2,14.0,12.0,16.2,12.7,7.8,79,1023.9
2014-08-23,3.7,3.7,13.4,11.1,15.3,12.2,6.5,90,1023.8
2014-08-24,0.1,0.1,14.0,10.9,17.4,8.0,5.9,83,1021.7
2014-08-25,3.9,3.9,13.7,9.9,17.6,12.7,5.3,85,1017.8
2014-08-26,17.0,17.0,13.5,11.5,14.5,14.7,9.7,92,1017.0
2014-08-27,4.6,4.6,14.5,13.1,15.6,22.1,16.0,78,1018.6
2014-08-28,2.0,2.0,14.2,11.8,16.7,20.3,13.6,74,1020.1
2014-08-29,1.0,1.0,13.5,11.9,15.0,20.1,15.7,71,1019.3
2014-08-30,0.0,0.0,14.4,13.5,15.8,22.1,18.0,76,1016.6
2014-08-31,0.0,0.0,14.9,12.3,18.2,12.2,7.4,78,1013.1
2014-09-01,0.0,0.0,15.0,9.0,20.6,10.1,6.5,75,1007.9
2014-09-02,5.4,5.4,13.5,9.9,16.7,25.0,11.9,68,1003.4
2014-09-03,2.6,2.6,12.1,9.6,14.7,34.6,25.5,61,1007.1
2014-09-04,0.0,0.0,12.8,10.7,15.2,24.6,19.1,60,1009.8
2014-09-05,1.9,1.9,12.9,11.8,14.8,18.0,15.9,75,1015.7
2014-09-06,4.7,4.7,13.9,12.5,15.6,17.4,11.7,75,1022.2
2014-09-07,2.2,2.2,13.9,11.3,16.1,10.9,5.7,83,1023.8
2014-09-08,0.2,0.2,13.9,9.5,17.5,16.5,9.0,81,1020.1
2014-09-09,0.0,0.0,16.4,12.1,21.0,16.0,12.1,76,1009.6
2014-09-10,1.9,1.9,17.4,14.2,21.4,23.0,14.6,61,1003.5
2014-09-11,0.0,0.0,16.1,12.0,21.4,13.0,7.9,59,1009.8
2014-09-12,0.4,0.4,14.5,13.8,15.9,15.7,8.5,71,1018.2
2014-09-13,0.5,0.5,14.9,12.7,16.3,12.4,6.0,80,1018.3
2014-09-14,0.0,0.0,15.2,10.8,20.0,16.2,6.6,83,1012.9
2014-09-15,0.0,0.0,15.8,12.9,18.6,17.2,7.0,75,1010.8
2014-09-16,0.0,0.0,17.1,14.6,21.5,18.4,11.1,70,1003.9
2014-09-17,0.0,0.0,16.1,13.6,20.1,21.8,15.7,52,1005.6
2014-09-18,0.0,0.0,13.9,11.3,17.4,15.2,9.2,50,1011.9
2014-09-19,0.0,0.0,13.2,9.2,16.6,10.2,5.7,61,1014.6
2014-09-20,0.0,0.0,13.1,8.0,16.9,15.3,8.9,70,1017.8
2014-09-21,0.0,0.0,14.7,12.0,17.1,14.1,7.8,71,1022.6
2014-09-22,0.0,0.0,15.3,12.5,18.4,13.7,6.6,69,1023.9
2014-09-23,0.0,0.0,14.9,9.4,19.3,15.2,7.8,71,1021.6
2014-09-24,0.0,0.0,16.9,10.7,22.0,14.5,8.2,75,1013.5
2014-09-25,7.2,7.2,17.2,14.7,20.8,16.8,10.3,76,1005.9
2014-09-26,0.0,0.0,15.5,13.5,17.9,14.4,10.9,68,1010.6
2014-09-27,0.0,0.0,15.9,13.6,18.4,12.8,7.6,66,1014.0
2014-09-28,0.0,0.0,16.4,11.0,21.6,18.9,10.3,70,1012.7
2014-09-29,0.0,0.0,20.6,14.4,26.7,14.5,10.5,53,1007.7
2014-09-30,0.2,0.2,22.1,14.0,29.1,25.3,14.4,48,1004.7
2014-10-01,0.0,0.0,16.6,13.9,20.1,22.4,14.3,42,1010.9
2014-10-02,0.0,0.0,16.1,10.3,21.5,12.4,6.9,61,1014.0
2014-10-03,0.1,0.1,16.4,13.5,19.0,15.9,8.5,72,1014.1
2014-10-04,0.0,0.0,18.4,15.1,22.6,17.0,8.1,76,1011.9
2014-10-05,0.0,0.0,19.5,11.5,27.5,24.4,8.4,66,1009.2
2014-10-06,0.0,0.0,19.5,15.6,23.8,20.3,11.7,73,1008.4
2014-10-07,0.8,0.8,21.6,16.3,24.6,20.4,12.2,55,1003.1
2014-10-08,2.3,2.3,16.2,14.5,17.8,15.4,10.4,72,1012.6
2014-10-09,0.3,0.3,17.0,14.2,19.6,19.0,7.9,69,1015.1
2014-10-10,0.0,0.0,18.1,14.1,22.3,21.1,8.9,73,1011.1
2014-10-11,0.0,0.0,19.1,12.8,24.4,15.1,6.4,75,1009.3
2014-10-12,0.0,0.0,19.9,15.9,24.5,22.4,11.8,78,1008.1
2014-10-13,28.1,28.1,19.7,14.5,25.7,19.0,9.7,78,1001.0
2014-10-14,24.1,24.1,14.5,11.8,18.3,36.4,15.0,71,1002.9
2014-10-15,25.9,25.9,12.8,11.3,15.0,35.5,21.6,76,1007.2
2014-10-16,0.0,0.0,15.4,9.8,20.1,10.1,5.7,66,1011.6
2014-10-17,0.3,0.3,14.8,11.7,16.5,20.3,13.0,71,1018.4
2014-10-18,0.0,0.0,15.6,12.0,18.1,17.4,7.8,66,1022.0
2014-10-19,0.0,0.0,17.5,12.9,22.1,14.6,9.3,70,1018.5
2014-10-20,0.3,0.3,16.6,14.2,18.3,26.8,15.7,73,1021.7
2014-10-21,0.0,0.0,15.9,15.0,16.9,11.9,9.6,61,1024.9
2014-10-22,0.0,0.0,17.2,14.2,20.2,18.1,10.5,65,1017.9
2014-10-23,0.2,0.2,18.7,14.0,24.2,12.7,6.2,80,1011.8
2014-10-24,0.0,0.0,19.6,14.8,23.5,21.1,10.6,85,1010.3
2014-10-25,0.0,0.0,20.3,16.8,24.8,16.9,8.1,83,1008.1
2014-10-26,0.0,0.0,20.3,15.6,27.9,20.5,9.9,81,1004.7
2014-10-27,0.0,0.0,21.9,16.4,28.1,31.9,13.3,63,1001.3
2014-10-28,0.0,0.0,20.3,13.2,25.9,19.8,11.8,49,1005.1
2014-10-29,0.0,0.0,18.2,14.8,20.7,20.1,9.3,67,1009.7
2014-10-30,0.0,0.0,20.1,14.8,25.3,8.9,5.4,73,1007.6
2014-10-31,0.0,0.0,22.0,15.4,27.2,19.6,10.1,70,1003.8
2014-11-01,1.1,1.1,24.9,18.4,32.0,30.7,20.0,50,997.9
